#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
N01,932,16000,SEGURIDAD SOCIAL,136624.5,0,136624.5,120889.88
N01,932,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1966.86,0,1966.86,1652.43
N01,932,16204,ACCIÓN SOCIAL,4074.07,0,4074.07,1661.62
N01,932,16205,SEGUROS,757.29,0,757.29,1000.28
N01,932,22780,CONTRATO  SERVICIO COLABORACION BANCARIA,50336,0,50336,54605.05
N01,932,22781,CONVENIO COLABORACION RECAUDACION EJECUTIVA,100000,0,100000,22727.19
N02,933,13000,RETRIBUCIONES BÁSICAS,56775.41,0,56775.41,45637.16
N02,933,13002,OTRAS REMUNERACIONES,42037.24,0,42037.24,32735.35
N02,933,14300,OTRO PERSONAL,2311.48,0,2311.48,0
N02,933,15000,PRODUCTIVIDAD,10115.98,0,10115.98,7816.73
N02,933,15200,OTROS INCENTIVOS AL RENDIMIENTO,313.04,0,313.04,0
N02,933,16000,SEGURIDAD SOCIAL,26575.56,0,26575.56,16700.35
N02,933,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,368.34,0,368.34,144.52
N02,933,16204,ACCIÓN SOCIAL,626.78,0,626.78,489.16
N02,933,16205,SEGUROS,137.69,0,137.69,87.83
N02,933,22400,SEGUROS DE RESPONSABILIDAD CIVIL Y REPONSABIL. AUTORIDADES,150000,0,150000,90088.99
N02,933,22403,SEGUROS INMUEBLES MUNICIPALES,90000,0,90000,78193.86
N02,933,22404,SEGUROS ELEMENTOS DE TRANSPORTE,36000,0,36000,32655.2
N02,933,22661,GASTOS PLAZAS GARAJE.,28900,0,28900,27185.17
N02,1522,22627,GASTOS MANTENIMIENTO VIVIENDAS MPALES,40000,0,40000,46613.06
N02,1522,22667,ACTIVIDADES VIVIENDA,10000,0,10000,0
N03,494,13000,RETRIBUCIONES BÁSICAS,71414.92,0,71414.92,47413.22
N03,494,13002,OTRAS REMUNERACIONES,33885.88,0,33885.88,16416.12
N03,494,14300,OTRO PERSONAL,3467.21,0,3467.21,0
N03,494,15000,PRODUCTIVIDAD,9920.68,0,9920.68,6820.97
N03,494,15200,OTROS INCENTIVOS AL RENDIMIENTO,469.57,0,469.57,0
N03,494,16000,SEGURIDAD SOCIAL,39594.69,0,39594.69,22105.08
N03,494,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,790.16,0,790.16,392.3
N03,494,16204,ACCIÓN SOCIAL,940.17,0,940.17,1500.2
N03,494,16205,SEGUROS,206.53,0,206.53,131.05
N03,494,22645,ACTIVIDADES INNOVACION Y TRANSPARENCIA,20000,0,20000,3000
N03,494,22752,"CONTRATOS TRANSPARENCIA Y B. GOBIERNO (QUEJAS, INNOVACION)",100000,0,100000,15109.88
